,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R5_1,R5_2,R5_3,R5_4,R5_5,R5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV97,261,53,176,0,160,0,432,69,0,64,120,0,0,0,0,0,0,0,53,0,0,22,13,0,41,38,65,420,40,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV98,0,0,0,0,32,0,472,160,133,343,331,48,37,199,0,0,0,0,49,0,0,0,13,0,102,0,0,44,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV99,53,38,26,26,0,0,126,101,0,78,42,0,0,0,0,0,160,19,118,33,173,21,18,145,62,40,46,246,403,77,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV100,0,19,0,0,0,0,678,0,0,170,236,0,0,0,68,0,0,0,2,97,3,231,84,180,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerisporangium_394618,Unassigned
ASV101,7,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,99,153,0,0,0,0,0,0,0,0,135,1370,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Aquabacterium_A,Unassigned
ASV102,0,79,0,206,201,0,44,59,55,0,51,9,196,138,239,114,73,51,25,27,14,9,11,6,47,60,13,101,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Rudaea,Unassigned
ASV103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,36,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis benevestitus
ASV104,1,0,58,123,38,502,70,73,100,140,27,0,0,34,0,0,213,94,226,10,15,0,0,11,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Pelomonas,Unassigned
ASV105,0,44,4,86,89,136,45,0,188,19,41,65,26,55,136,38,0,64,165,0,71,0,17,34,91,16,94,88,61,38,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,Unassigned
ASV106,0,61,62,0,0,0,132,77,46,166,126,0,0,0,330,117,0,114,0,0,0,0,0,0,242,62,0,26,184,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV107,107,0,0,24,0,603,0,16,50,0,0,50,144,0,0,0,0,0,16,0,0,1,0,0,623,113,42,10,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Berkiellales,f__Berkiellaceae,g__Berkiella_A,Unassigned
ASV108,12,14,76,331,714,0,38,16,0,17,17,6,57,0,0,133,0,4,45,3,13,12,18,18,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,Unassigned
ASV109,0,0,0,0,95,0,85,81,131,70,77,189,11,72,4,0,35,24,39,0,229,71,28,84,169,0,52,136,0,30,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,s__Sphingobium_A_485959 vulgare
ASV110,0,101,390,83,317,87,0,0,12,0,20,0,0,0,0,50,151,93,33,30,34,0,45,0,0,0,39,15,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides_A_392796,s__Nocardioides_A_392796 halotolerans
ASV111,0,16,0,121,69,0,35,42,124,0,0,32,46,0,0,0,0,0,147,195,127,97,299,125,0,49,39,21,0,49,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,s__Pseudolabrys sp001426945
ASV112,0,0,0,0,0,147,31,0,0,0,29,0,26,0,0,0,0,0,169,138,231,270,131,102,0,0,0,79,0,372,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501058,f__Rhizobiaceae_A_501058,g__Rhizobium_A_501058,Unassigned
ASV113,32,0,122,281,130,133,95,0,139,76,35,79,49,43,0,19,111,0,52,46,0,0,53,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_641030,f__Halomonadaceae_641030,g__Halomonas_C_640989,s__Halomonas_C_640989 stevensii
ASV114,0,21,143,272,214,0,23,0,10,0,58,26,0,0,0,0,370,37,123,27,0,0,8,15,0,0,0,35,30,92,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,g__Escherichia_710834,Unassigned
ASV115,0,85,0,0,0,14,5,42,134,13,17,0,358,93,0,0,0,18,100,30,5,25,0,46,74,81,29,286,110,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Ideonella_A_591966,Unassigned
ASV116,0,40,443,86,83,99,0,0,22,0,19,32,9,57,0,83,421,44,0,0,0,0,0,0,25,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV117,0,0,0,1259,0,0,4,0,0,0,54,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,5,13,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,Unassigned,Unassigned
ASV118,0,82,0,133,59,0,81,7,0,0,51,0,152,94,0,3,103,8,141,45,76,81,57,76,33,43,62,61,15,67,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Variibacter,s__Variibacter gotjawalensis
ASV119,0,142,106,312,61,0,0,0,31,0,0,72,157,49,0,0,0,71,94,24,0,0,0,11,20,37,251,0,55,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV120,50,28,24,0,90,25,21,34,84,9,21,56,52,75,71,0,0,0,21,114,69,10,17,48,50,152,123,131,0,153,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__Chryseolinea,s__Chryseolinea serpens
ASV121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,303,579,118,339,0,0,0,71,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,Unassigned,Unassigned
ASV122,0,0,0,0,0,0,72,578,0,0,429,0,0,0,0,0,0,0,0,0,149,26,0,21,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Nonomuraea_394555,Unassigned
ASV123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,136,28,439,785,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,Unassigned
ASV124,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,65,172,493,368,207,0,0,15,28,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV125,0,46,0,0,0,0,104,73,18,173,95,54,0,0,0,0,0,18,58,90,74,42,352,167,0,0,0,0,24,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV126,0,140,0,0,0,0,34,0,158,12,26,166,16,59,0,0,0,0,73,50,28,13,57,29,286,11,293,21,17,40,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,Unassigned
ASV127,0,23,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,175,330,0,0,0,0,7,280,64,51,87,381,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__ZC4RG30,s__ZC4RG30 sp003242275
ASV128,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,91,289,686,0,56,555,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597432,f__Rhodocyclaceae,g__Desulfobacillus,Unassigned
ASV129,0,0,0,0,0,0,0,52,0,0,0,0,18,0,0,497,0,0,0,0,0,0,0,0,243,443,232,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595422,f__Burkholderiaceae_A_595422,g__Achromobacter,s__Achromobacter denitrificans_593100
ASV130,0,13,23,10,0,0,13,24,0,11,0,35,27,0,355,0,44,61,46,18,37,0,19,0,81,51,42,123,243,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia_507335,s__Dongia sp000620685
ASV131,0,42,0,19,0,0,10,10,194,34,0,0,56,55,76,0,212,104,87,11,0,4,29,3,10,53,46,118,52,0,d__Bacteria,p__Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV132,0,45,189,0,57,0,0,0,0,0,0,159,65,0,285,0,52,80,105,0,16,0,0,42,0,0,66,7,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Dokdonella_A,s__Dokdonella_A soli
ASV133,35,63,0,0,161,19,0,0,12,0,9,52,159,62,0,28,0,0,116,35,27,0,38,0,160,146,105,32,12,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV134,29,0,0,76,69,32,28,7,79,17,53,6,37,0,154,0,0,10,41,44,8,0,46,41,198,32,67,145,12,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,Unassigned
ASV135,0,0,98,0,79,0,0,0,224,0,0,14,0,43,0,0,115,35,60,82,32,9,0,0,51,118,132,87,0,61,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Rudaea,Unassigned
ASV136,0,0,0,0,0,0,3,0,0,6,19,0,36,504,106,0,227,72,60,8,0,6,0,0,38,41,0,107,140,27,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,s__Pseudomonas_E_647464 viciae
ASV137,67,19,0,127,377,0,0,0,25,0,0,62,96,0,20,0,0,28,50,0,0,0,0,0,88,92,33,0,48,20,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV138,0,0,0,138,82,0,115,53,0,163,79,0,24,38,0,0,0,9,28,9,13,22,3,0,177,62,9,77,9,82,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Rudaea,s__Rudaea cellulosilytica
ASV139,0,107,184,46,100,127,34,0,56,0,0,118,0,10,0,0,0,0,0,0,0,0,0,0,125,62,31,74,74,64,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Pseudorhodoferax,s__Pseudorhodoferax sp001422405
ASV140,0,3,0,12,0,0,0,0,134,31,15,30,19,0,40,43,41,45,32,0,0,569,10,10,0,0,0,27,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,Unassigned,Unassigned
ASV141,0,0,0,0,4,0,0,0,201,0,138,482,0,0,207,119,0,0,0,0,0,0,0,0,0,38,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,Unassigned,Unassigned
ASV142,0,17,0,0,0,0,5,173,0,0,0,0,0,0,0,842,0,0,0,0,0,0,14,0,0,0,0,0,10,205,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas nasdae_A_487984
ASV143,0,0,0,0,0,0,46,18,0,670,255,0,0,43,0,0,0,0,16,0,0,0,0,0,10,0,0,20,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Variovorax,Unassigned
ASV144,3,28,0,0,0,0,7,11,0,0,0,0,0,5,0,112,0,756,22,0,0,17,0,0,49,31,15,12,0,21,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,Unassigned,Unassigned
ASV145,0,0,27,0,0,0,13,0,0,0,0,13,532,58,0,0,0,79,49,0,23,23,0,104,40,75,13,65,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV146,0,0,0,0,54,0,273,104,0,49,159,0,0,0,0,0,0,0,19,126,28,45,2,35,62,42,28,44,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Niastella,s__Niastella koreensis
ASV147,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,52,347,82,121,284,157,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV148,0,0,12,0,0,0,0,0,0,0,0,0,15,0,237,0,0,0,28,0,0,0,0,0,27,12,12,0,820,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__ZC4RG30,s__ZC4RG30 sp003242275
ASV149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,275,255,860,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597432,f__Rhodocyclaceae,g__Methyloversatilis,Unassigned
ASV150,0,56,0,0,178,35,0,35,0,0,19,140,47,65,0,21,21,20,31,0,73,18,16,0,68,46,48,51,115,14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Methylophilaceae,g__Methylotenera_A_557637,Unassigned
ASV151,0,0,0,112,0,0,0,0,0,45,0,0,11,0,0,0,0,0,112,36,130,156,266,161,0,0,0,0,23,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,s__Pseudolabrys sp001426945
ASV152,48,11,0,0,0,11,33,12,165,0,58,0,99,94,0,0,0,91,0,29,9,0,0,4,213,39,25,39,153,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_504696,g__Labrys_504696,s__Labrys wisconsinensis
ASV153,38,0,34,118,88,74,0,14,68,5,11,39,99,186,54,45,43,22,0,0,0,0,0,0,18,0,24,0,86,73,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides_A_392796,s__Nocardioides_A_392796 halotolerans
ASV154,0,11,0,131,60,19,0,0,53,0,0,6,125,75,15,0,0,23,19,75,25,0,0,14,43,134,6,55,0,311,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_502138,f__Devosiaceae,g__Devosia_A_501803,s__Devosia_A_501803 confluentis
ASV155,0,69,0,0,0,484,241,29,0,0,0,10,0,0,0,0,0,0,0,32,0,2,53,14,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,Unassigned
ASV156,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,54,0,0,7,18,841,0,11,0,0,0,18,8,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,Unassigned,Unassigned
ASV157,112,11,0,91,66,140,0,0,111,0,8,0,23,65,0,6,0,0,40,0,0,0,44,0,159,85,24,57,36,8,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Aestuariivirga,s__Aestuariivirga litoralis
ASV158,6,15,0,0,38,21,4,0,26,15,24,95,28,76,72,8,13,95,43,43,35,30,31,25,82,69,115,16,26,40,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV159,236,24,23,95,54,49,13,0,11,50,54,14,59,42,15,127,34,9,13,0,0,17,51,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_641030,f__Halomonadaceae_641030,g__Halomonas_B,s__Halomonas_B pantelleriensis
ASV160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned
ASV161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,294,148,92,44,214,17,0,10,48,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,Unassigned,Unassigned
ASV162,0,0,0,0,0,11,0,0,0,0,30,158,0,90,0,0,0,37,38,131,75,150,0,217,0,39,60,52,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV163,72,20,20,189,82,0,26,12,87,9,51,0,16,11,0,162,74,0,21,0,6,11,43,61,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_641030,f__Halomonadaceae_641030,g__Halomonas_C_640386,s__Halomonas_C_640386 sp000246875
ASV164,105,54,0,0,185,117,0,0,14,0,45,0,33,0,0,97,0,42,19,0,13,0,0,0,72,67,25,75,0,76,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504721,f__Methyloligellaceae,g__Methyloceanibacter,Unassigned
ASV165,1,102,0,0,290,10,9,4,0,0,66,94,18,0,0,0,16,38,46,48,31,0,15,0,24,3,29,21,63,28,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Methylophilaceae,g__Methylotenera_A_557637,Unassigned
ASV166,0,13,82,85,41,235,0,0,29,19,0,94,10,42,1,0,20,0,53,31,48,21,0,0,71,53,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV167,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas nasdae_A_487984
ASV168,0,45,0,0,82,44,0,0,31,13,0,0,12,0,0,0,0,10,43,17,58,0,34,17,89,41,128,140,174,45,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia_507335,s__Dongia sp000620685
ASV169,30,19,54,20,23,95,52,10,78,2,25,38,44,55,24,212,33,0,18,32,12,6,31,24,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nitriliruptorales,f__Nitriliruptoraceae,g__Egicoccus,s__Egicoccus halophilus
ASV170,0,0,0,118,114,0,31,10,0,0,0,0,7,17,447,25,8,0,34,0,0,5,0,4,79,62,0,0,0,18,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,Unassigned
ASV171,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,95,59,35,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,Unassigned,Unassigned
ASV172,0,0,0,0,0,0,48,10,0,589,125,0,0,0,0,0,0,0,28,0,0,0,0,18,23,65,4,0,0,30,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Polaromonas,Unassigned
ASV173,0,34,0,0,0,0,154,120,0,46,76,0,0,39,161,0,63,10,19,91,0,0,35,28,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,Unassigned
ASV174,16,0,0,0,0,6,110,17,0,245,74,0,0,0,0,0,0,0,27,0,24,0,0,0,9,0,381,0,13,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,Unassigned
ASV175,0,23,0,85,74,0,48,14,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,19,0,6,12,251,198,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Lysobacter_A_615995,s__Lysobacter_A_615995 capsici
ASV176,0,0,0,0,0,0,119,85,36,403,173,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,60,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Variovorax,Unassigned
ASV177,0,223,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,499,52,0,0,36,0,44,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis biprosthecium
ASV178,0,30,0,39,16,0,102,15,94,115,15,152,22,97,65,0,0,0,0,0,0,0,0,0,84,0,0,28,62,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,43,71,78,22,21,117,27,0,0,386,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,Unassigned,Unassigned
ASV180,0,0,0,185,58,0,0,0,129,0,39,20,0,0,0,0,161,173,80,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV181,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,Unassigned
ASV182,93,0,0,49,18,4,0,0,0,38,52,74,0,24,37,0,0,0,0,0,0,0,0,0,139,32,115,26,256,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ferruginibacter,s__Ferruginibacter alkalilentus
ASV183,0,0,0,0,0,0,18,0,58,0,64,315,0,0,0,400,0,83,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,Unassigned,Unassigned
ASV184,45,0,106,0,0,160,15,7,27,0,0,44,0,0,0,0,23,19,34,35,17,0,9,0,107,104,45,56,0,38,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV185,0,0,0,0,0,0,0,271,0,0,0,0,0,0,77,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595422,f__Burkholderiaceae_A_595422,g__Achromobacter,s__Achromobacter denitrificans_593100
ASV186,0,0,0,0,0,0,0,0,0,737,77,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV187,0,114,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,117,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,s__Pseudolabrys sp001426945
ASV188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,26,645,9,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Berkiellales,f__Berkiellaceae,g__Berkiella_A,Unassigned
ASV189,361,0,0,14,91,41,0,0,0,0,0,57,0,49,106,0,0,16,0,0,25,0,0,0,48,49,19,0,0,20,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV190,0,24,152,207,31,34,4,4,22,0,11,49,10,26,13,68,44,17,29,13,7,5,17,17,0,0,0,7,11,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae,g__JC017,s__JC017 sp004296775
ASV191,0,0,0,74,176,0,161,29,0,75,74,64,0,0,0,0,0,0,0,0,0,0,27,12,20,11,0,16,42,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV192,0,28,164,0,0,0,9,15,14,2,3,57,0,0,0,0,0,79,89,35,14,10,21,24,8,0,149,0,138,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV193,0,57,0,0,0,0,16,0,0,17,0,0,0,13,0,0,0,0,392,0,93,8,43,140,3,11,0,22,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Paraflavitalea,Unassigned
ASV194,0,0,0,14,78,276,0,18,129,54,0,13,76,0,0,0,0,0,34,0,0,0,0,0,29,12,0,0,20,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_500471,f__Rhizobiaceae_A_500471,g__Agrobacterium,Unassigned
