,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__QHBO01,f__QHBO01,g__CF-167,s__CF-167 sp005879775
ASV10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,Unassigned,Unassigned,Unassigned
ASV10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,Unassigned,Unassigned,Unassigned
ASV10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__HGW-BRC1-1,s__HGW-BRC1-1 sp002842095
ASV10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Solirubrum_909958,Unassigned
ASV10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Kordiimonadaceae_482971,g__Kordiimonas_482971,Unassigned
ASV10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Palsa-187,s__Palsa-187 sp902826605
ASV10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__Gp6-AA45,Unassigned
ASV10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Armatimonadota,c__UBA5829,o__DSUL01,f__DSUL01,g__DSUL01,Unassigned
ASV10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UTPRO1,f__UTPRO1,g__UTPRO1,Unassigned
ASV10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__FAC87,o__UBA2466,Unassigned,Unassigned,Unassigned
ASV10154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia_507335,s__Dongia sp000620685
ASV10155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales_407288,f__Roseiflexaceae,g__Kouleothrix,s__Kouleothrix aurantiaca
ASV10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,Unassigned
ASV10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__CAADGA01,Unassigned
ASV10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Niastella,Unassigned
ASV10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA11358,g__WYBW01,Unassigned
ASV10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Ideonella_A_591966,Unassigned
ASV10163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,Unassigned,Unassigned
ASV10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__OLB7,f__OLB7,g__OLB7,s__OLB7 sp001567195
ASV10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PWYM01,f__PWYM01,g__PWYM01,Unassigned
ASV10166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV10167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV10168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Mor1,o__Gp22-AA2,f__AA152,g__AA152,s__AA152 sp003222305
ASV10169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504721,f__Hyphomicrobiaceae,g__AWTP1-13,s__AWTP1-13 sp008933705
ASV10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia_984204,o__2-01-FULL-59-12,f__2-01-FULL-59-12,g__2-01-FULL-59-12,s__2-01-FULL-59-12 sp001800075
ASV10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__PMNU01,s__PMNU01 sp002952755
ASV10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Unassigned,Unassigned
ASV10174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__Palsa-1392,s__Palsa-1392 sp003169975
ASV10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__SZUA-47,g__SZUA-47,Unassigned
ASV10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,Unassigned
ASV10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Mor1,o__Gp22-AA2,f__AA152,g__AA152,s__AA152 sp003222305
ASV10179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__QHBO01,f__QHBO01,g__CF-167,s__CF-167 sp005879775
ASV10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,Unassigned,Unassigned
ASV10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Berkiellales,f__Berkiellaceae,g__Berkiella_A,Unassigned
ASV10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__UBA7656,f__UBA7656,g__QHVH01,s__QHVH01 sp003222245
ASV10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,Unassigned,Unassigned
ASV10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__UBA1924,Unassigned,Unassigned
ASV10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Anaerolineae,Unassigned,Unassigned,Unassigned,Unassigned
ASV10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_504696,g__Labrys_504696,s__Labrys wisconsinensis
ASV10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__UBA2020,g__UBA2020,s__UBA2020 sp004297545
ASV10194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__Gp6-AA45,Unassigned
ASV10195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__20CM-2-55-15,f__20CM-2-55-15,g__DSPE01,s__DSPE01 sp011046715
ASV10196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,g__JACTMI01,s__JACTMI01 sp011525905
ASV10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ferruginibacter,Unassigned
ASV10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,Unassigned,Unassigned
ASV10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,g__UBA10212,Unassigned
ASV10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA2103,g__C7867-001,Unassigned
ASV10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,Unassigned,Unassigned
ASV10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__WRKR01,s__WRKR01 sp009782175
ASV10205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,Unassigned,Unassigned,Unassigned,Unassigned
ASV10206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,Unassigned,Unassigned
ASV10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,Unassigned
ASV10208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__UBA2386,s__UBA2386 sp002343845
ASV10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Tepidisphaerales,f__Tepidisphaeraceae,g__UBA2421,Unassigned
ASV10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475,s__UBA2475 sp002319075
ASV10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__IMCC26256,f__PALSA-555,g__SHUY01,Unassigned
ASV10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae,g__JC017,s__JC017 sp004296775
ASV10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,Unassigned,Unassigned
ASV10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,f__Ilumatobacteraceae,Unassigned,Unassigned
ASV10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter_906144,Unassigned
ASV10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__Chryseolinea,s__Chryseolinea serpens
ASV10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,g__Palsa-1150,s__Palsa-1150 sp003153495
ASV10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__Aquicella_A,Unassigned
ASV10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__SZUA-252,f__SZUA-252,g__WS-7,s__WS-7 sp005893275
ASV10223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__GCA-002686595,g__WYBT01,s__WYBT01 sp011525785
ASV10224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae,g__JC017,s__JC017 sp004296775
ASV10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Myxococcota_A_473307,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV10228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides_A_392796,Unassigned
ASV10229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__Chryseolinea,s__Chryseolinea serpens
ASV10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV10232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV10233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_929731,Unassigned,Unassigned
ASV10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA2100,g__UBA10103,Unassigned
ASV10235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,Unassigned,Unassigned
ASV10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613062,f__Rhodanobacteraceae_613062,g__Dyella_B,Unassigned
ASV10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__Aquicella_A,Unassigned
ASV10238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Microgenomatia,Unassigned,Unassigned,Unassigned,Unassigned
ASV10239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Palsa-187,s__Palsa-187 sp902826605
ASV10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__GWC2-73-18,s__GWC2-73-18 sp001794945
ASV10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
