,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R5_1,R5_2,R5_3,R5_4,R5_5,R5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV480,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp
ASV481,0,0,0,0,0,0,0,0,0,0,0,0,34,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_antarctica;sh__SH0232085.09FU
ASV482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Thermoascaceae,g__Thermoascus,s__Thermoascus_aurantiacus;sh__SH0136211.09FU
ASV483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Wardomyces,Unassigned
ASV484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_sp
ASV485,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_flavus
ASV486,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp;sh__SH0181619.09FU
ASV487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,4,5,0,0,36,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,10,28,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__Leptosphaeria_sclerotioides;sh__SH0024106.09FU
ASV489,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Thermoascaceae,g__Thermoascus,s__Thermoascus_aurantiacus;sh__SH0136211.09FU
ASV490,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,Unassigned,Unassigned
ASV491,0,0,0,0,0,0,0,0,0,0,0,0,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0081401.09FU
ASV492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Thermoascaceae,g__Thermoascus,s__Thermoascus_aurantiacus;sh__SH0136211.09FU
ASV493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Idriella,Unassigned
ASV494,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Coremiopassalora,s__Coremiopassalora_leptophlebae;sh__SH0110031.09FU
ASV495,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,s__Plectosphaerella_cucumerina;sh__SH0105366.09FU
ASV496,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,Unassigned
ASV497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,26,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,s__Wallemia_muriae;sh__SH0038649.09FU
ASV498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pyronemataceae_gen_Incertae_sedis,s__Pyronemataceae_sp;sh__SH0226176.09FU
ASV499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp;sh__SH0141707.09FU
ASV500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,68,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomeraceae_gen_Incertae_sedis,s__Glomeraceae_sp
ASV501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,16,40,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV502,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0027231.09FU
ASV503,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,Unassigned,Unassigned,Unassigned
ASV504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,6,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0051087.09FU
ASV505,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavulinopsis,s__Clavulinopsis_sp;sh__SH0009735.09FU
ASV506,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Schizophyllaceae,g__Schizophyllum,s__Schizophyllum_commune;sh__SH0065585.09FU
ASV507,0,68,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_persicinum;sh__SH0002506.09FU
ASV508,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Lichtheimiaceae,g__Rhizomucor,s__Rhizomucor_pusillus;sh__SH0028004.09FU
ASV509,0,0,0,0,0,0,26,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV510,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,s__Debaryomyces_udenii;sh__SH0077313.09FU
ASV511,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV512,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Melanconidaceae,g__Melanconiella,s__Melanconiella_sp
ASV513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,s__Symmetrospora_oryzicola;sh__SH0196391.09FU
ASV514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_corylophilum;sh__SH0117861.09FU
ASV515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,g__Botrytis,s__Botrytis_caroliniana;sh__SH0053135.09FU
ASV517,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV518,0,0,0,0,0,29,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,Unassigned,Unassigned,Unassigned,Unassigned
ASV519,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0060488.09FU
ASV520,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium_banksiae;sh__SH0050002.09FU
ASV521,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Candida_albicans;sh__SH0053707.09FU
ASV522,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_arrhizus;sh__SH0178909.09FU
ASV523,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_friesii;sh__SH0185960.09FU
ASV524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp
ASV525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Togniniales,f__Togniniaceae,g__Phaeoacremonium,s__Phaeoacremonium_fuscum;sh__SH0210432.09FU
ASV526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,43,0,21,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0050012.09FU
ASV527,40,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Thermoascaceae,g__Thermoascus,s__Thermoascus_aurantiacus;sh__SH0136211.09FU
ASV528,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,s__Curvibasidium_cygneicollum;sh__SH0234726.09FU
ASV529,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,24,5,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens;sh__SH0202581.09FU
ASV530,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Tremellodendropsidales,f__Tremellodendropsidales_fam_Incertae_sedis,g__Tremellodendropsidales_gen_Incertae_sedis,s__Tremellodendropsidales_sp;sh__SH0235309.09FU
ASV531,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Leuconeurospora,s__Leuconeurospora_sp;sh__SH0168988.09FU
ASV532,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,g__Botrytis,s__Botrytis_caroliniana;sh__SH0053135.09FU
ASV533,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_albida;sh__SH0175782.09FU
ASV534,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_marneffei;sh__SH0225520.09FU
ASV535,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV536,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,Unassigned
ASV537,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_antarctica;sh__SH0106193.09FU
ASV538,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_irregularis
ASV539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,38,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV540,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV541,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_microsporus;sh__SH0193123.09FU
ASV542,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV543,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp;sh__SH0169862.09FU
ASV544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Sordariales_gen_Incertae_sedis,s__Sordariales_sp;sh__SH0082220.09FU
ASV545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Pisolithaceae,g__Pisolithus,s__Pisolithus_sp;sh__SH0196552.09FU
ASV546,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Hysteriales,f__Hysteriaceae,g__Hysteriaceae_gen_Incertae_sedis,s__Hysteriaceae_sp;sh__SH0040805.09FU
ASV547,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Papulosaceae,g__Wongia,s__Wongia_sp;sh__SH0014084.09FU
ASV548,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Gliophorus,s__Gliophorus_sp;sh__SH0006924.09FU
ASV549,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_pulchella;sh__SH0230419.09FU
ASV550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_sp;sh__SH0062450.09FU
ASV551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_arrhizus;sh__SH0178909.09FU
ASV552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Dothideomycetes_gen_Incertae_sedis,s__Dothideomycetes_sp;sh__SH0003941.09FU
ASV553,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV554,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,Unassigned,Unassigned,Unassigned
ASV555,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_sp;sh__SH0105928.09FU
ASV556,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,Unassigned,Unassigned
ASV557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,s__Sporobolomyces_ruberrimus;sh__SH0001505.09FU
ASV558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,6,0,0,0,13,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,Unassigned
ASV559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,39,10,17,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_erinaceum;sh__SH0052975.09FU
ASV560,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_sp;sh__SH0052227.09FU
ASV561,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Laburnicola,s__Laburnicola_sp;sh__SH0108682.09FU
ASV562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,Unassigned,Unassigned,Unassigned
ASV563,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sphaerosporum;sh__SH0030613.09FU
ASV564,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV565,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0177607.09FU
ASV566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens;sh__SH0202581.09FU
ASV567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0046363.09FU
ASV568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Pseudophialocephala,s__Pseudophialocephala_humicola;sh__SH0049565.09FU
ASV569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
