,CMA1,CMA2,CMA3,CMA4,CMA5,CMA6,CK1,CK2,CK3,CK4,CK5,CK6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV133,23,55,24,50,14,36,60,54,25,18,9,10,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__40CM-3-62-11,Unassigned
ASV134,13,30,45,70,35,28,0,0,24,44,33,18,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Nakamurellaceae,g__Nakamurella,Unassigned
ASV135,0,52,0,0,0,0,102,93,59,45,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV136,25,93,93,37,47,23,22,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV137,12,31,35,32,4,9,52,77,55,22,24,16,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV138,10,0,0,0,0,0,206,8,21,40,46,13,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV139,45,128,80,35,37,9,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV140,15,58,31,34,0,29,55,58,46,25,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV141,0,0,0,0,0,0,34,0,0,0,388,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Dokdonella_A,s__Dokdonella_A soli
ASV142,9,14,135,22,54,0,10,25,0,8,0,5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Aestuariivirga,s__Aestuariivirga litoralis
ASV143,12,0,0,0,118,203,3,5,0,0,3,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,g__Herminiimonas_567435,s__Herminiimonas fonticola
ASV144,39,45,19,51,17,12,51,20,28,25,20,12,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__Reyranella aquatilis
ASV145,18,23,41,50,7,24,69,45,24,24,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Palsa-187,s__Palsa-187 sp902826605
ASV146,17,40,34,35,7,22,60,45,35,18,7,8,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,s__Sphingomicrobium daechungense
ASV147,0,0,0,0,48,0,0,0,0,20,298,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Pseudoxanthomonas_A_615337,s__Pseudoxanthomonas_A_615337 yeongjuensis
ASV148,12,52,59,36,0,7,34,31,49,17,11,9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV149,257,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,Unassigned,Unassigned
ASV150,21,50,22,63,7,19,53,26,15,18,14,10,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504721,f__Hyphomicrobiaceae,Unassigned,Unassigned
ASV151,15,40,42,49,7,34,35,28,21,17,12,8,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_A,Unassigned
ASV152,3,33,24,83,9,132,18,13,0,4,25,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV153,19,0,7,0,0,0,42,0,0,132,24,25,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,g__Micromonospora_H_372070,Unassigned
ASV154,26,39,31,60,11,24,19,7,0,53,27,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613062,f__Rhodanobacteraceae_613062,g__Rhodanobacter_613036,Unassigned
ASV155,6,0,0,0,0,0,57,0,0,35,96,98,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,g__Pantoea_A_680069,Unassigned
ASV156,0,0,0,11,18,0,24,92,156,34,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Polaromonas,Unassigned
ASV157,11,42,15,39,25,11,38,32,21,32,33,3,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV158,11,25,20,34,8,17,61,40,30,18,17,11,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Unassigned,Unassigned
ASV159,230,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,Unassigned,Unassigned
ASV160,12,28,54,36,19,25,29,30,22,6,14,9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501637,f__Kaistiaceae_501637,g__Bauldia,Unassigned
ASV161,14,56,26,33,28,25,30,27,24,21,9,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597439,f__Usitatibacteraceae,Unassigned,Unassigned
ASV162,0,0,9,14,3,9,55,9,122,62,7,14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,Unassigned
ASV163,0,0,0,0,59,43,34,18,60,29,44,17,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Beijerinckiaceae,g__Bosea,Unassigned
ASV164,93,0,12,0,8,0,0,0,0,23,153,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales_400645,f__Streptomycetaceae_400641,g__Streptomyces_G_399870,Unassigned
ASV165,0,0,0,0,0,0,50,87,42,50,36,9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613062,f__Rhodanobacteraceae_613062,g__Rhodanobacter_613036,Unassigned
ASV166,29,26,14,41,24,31,20,30,42,10,14,5,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,Unassigned
ASV167,23,15,78,25,74,0,0,8,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650612,f__Cellvibrionaceae,g__Cellvibrio,s__Cellvibrio gandavensis
ASV168,15,44,38,51,5,31,36,19,22,19,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV169,13,31,35,53,29,25,20,25,27,21,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Z2-YC6860,Unassigned
ASV170,20,34,20,40,0,20,66,21,19,29,0,11,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,Unassigned
ASV171,0,90,35,7,102,0,0,15,12,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Pseudorhodoferax,s__Pseudorhodoferax sp001422405
ASV172,15,0,0,0,0,8,43,22,22,26,152,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__Phenylobacterium kunshanense
ASV173,0,34,0,29,0,14,52,73,49,20,22,4,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__KBS-96,s__KBS-96 sp000381625
ASV174,0,0,0,0,0,0,39,142,17,43,15,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Rickettsiella_B_622931,s__Rickettsiella_B_622931 viridis
ASV175,23,54,29,44,0,19,25,34,22,20,8,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV176,12,23,23,35,5,28,39,33,19,28,0,9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Z2-YC6860,s__Z2-YC6860 sp001579845
ASV177,27,25,35,30,11,18,25,27,14,27,0,10,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Nordella,Unassigned
ASV178,9,15,16,39,0,0,55,51,27,20,25,18,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__JABFSM01,s__JABFSM01 sp009692115
ASV179,0,0,0,0,0,0,9,92,192,0,7,12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter_887417,s__Pedobacter ginsengiterrae
ASV180,0,0,0,0,0,0,53,64,29,13,32,74,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,Unassigned,Unassigned
ASV181,21,19,18,0,12,14,13,27,18,30,53,12,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Dokdonella_A,Unassigned
ASV182,20,32,43,53,0,15,32,24,45,0,0,15,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV183,17,19,49,49,13,21,27,10,22,12,15,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,Unassigned
ASV184,0,59,28,81,0,36,0,18,54,0,31,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV185,10,43,23,25,11,15,0,34,17,10,27,34,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Nordella,Unassigned
ASV186,0,31,26,44,141,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Aquabacterium_A,Unassigned
ASV187,12,31,39,70,11,19,36,18,16,10,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597439,f__Usitatibacteraceae,g__Usitatibacter,Unassigned
ASV188,0,0,0,42,0,0,0,0,0,0,0,220,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_G_483406,s__Sphingomonas_G_483406 montana
ASV189,37,41,12,29,21,64,1,14,19,3,11,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Variovorax,Unassigned
ASV190,0,0,0,0,7,0,14,46,112,54,29,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Pseudorhodoferax,s__Pseudorhodoferax soli
ASV191,29,40,17,54,27,35,28,22,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,Unassigned
ASV192,17,42,24,32,20,17,33,28,12,11,8,0,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Unassigned,Unassigned
ASV193,11,42,28,23,15,31,32,16,18,12,0,10,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV194,6,0,4,0,62,142,0,0,16,0,22,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV195,0,109,62,54,0,41,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_502138,f__Devosiaceae,g__Devosia_A_501803,Unassigned
ASV196,0,0,0,0,0,0,22,41,171,38,0,6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595422,f__Burkholderiaceae_A_595422,g__Achromobacter,s__Achromobacter denitrificans_593100
ASV197,35,24,16,0,18,27,29,22,28,16,0,18,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_A,s__Nitrospira_A defluvii_A
ASV198,4,20,14,90,0,0,20,45,21,21,22,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV199,0,18,29,68,0,0,64,37,0,28,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV200,0,0,0,0,21,43,25,77,37,24,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Rhizorhabdus_483366,Unassigned
ASV201,39,21,0,0,12,8,34,24,0,44,29,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Methylophilaceae,Unassigned,Unassigned
ASV202,0,0,37,0,9,0,44,0,0,86,6,27,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Actinocorallia,s__Actinocorallia lasiicapitis
ASV203,42,34,33,0,9,12,13,13,11,21,18,6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Variibacter,s__Variibacter gotjawalensis
ASV204,13,22,29,50,11,10,34,21,23,14,15,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Im1,g__Rhodoligotrophos,Unassigned
ASV205,25,0,0,0,88,20,0,12,0,13,0,41,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_500279,f__Rhizobiaceae_A_500279,g__Neorhizobium,Unassigned
ASV206,47,0,54,24,20,0,1,13,0,5,0,23,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597432,f__Rhodocyclaceae,g__Desulfobacillus,Unassigned
ASV207,24,0,43,0,34,0,35,29,0,31,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Nakamurellaceae,g__Nakamurella,s__Nakamurella flavida
ASV208,0,0,14,4,131,5,0,6,0,9,20,6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV209,13,169,39,0,0,8,2,0,0,0,0,0,d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella,s__Turneriella parva
ASV210,0,0,0,0,0,0,60,39,12,85,12,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV211,52,0,13,0,26,0,27,0,5,43,31,6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerisporangium_394618,Unassigned
ASV212,20,43,23,39,8,28,31,17,20,4,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__SHXO01,g__SHXO01,Unassigned
ASV213,14,30,50,16,25,12,18,15,9,13,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,g__Mesorhizobium_F_498388,Unassigned
ASV214,0,0,5,0,79,0,32,35,23,17,16,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Thermomonas_615667,s__Thermomonas lycopersici
ASV215,0,0,0,0,0,0,10,154,25,17,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,Unassigned
ASV216,14,0,0,0,22,0,19,9,9,16,148,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Nonomuraea_394555,Unassigned
ASV217,0,0,24,176,40,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Parablastomonas,s__Parablastomonas arctica
ASV218,0,0,0,0,0,0,0,0,0,0,0,219,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Weeksellaceae,g__Chryseobacterium_796614,s__Chryseobacterium solani
ASV219,0,0,0,0,0,0,10,96,40,59,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter_887417,Unassigned
ASV220,10,29,8,30,0,20,23,34,29,20,16,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV221,9,11,12,38,19,0,31,37,29,21,16,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV222,12,0,0,0,42,180,0,0,0,0,12,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Planococcus,s__Planococcus koreensis
ASV223,10,19,29,21,5,7,18,29,16,29,20,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Arenimonas_613591,s__Arenimonas oryziterrae
ASV224,13,0,0,0,62,162,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A,Unassigned
ASV225,10,0,0,0,55,146,0,0,0,14,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Aestuariivirga,s__Aestuariivirga litoralis
ASV226,10,0,0,15,23,31,17,30,73,15,18,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Tardiphaga,s__Tardiphaga robiniae
ASV227,10,28,22,58,8,14,27,20,20,12,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Nordella,s__Nordella sp011046735
ASV228,0,10,0,0,46,177,0,0,0,0,14,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,Unassigned,Unassigned
ASV229,13,67,48,27,25,12,13,0,8,7,0,6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV230,35,51,25,0,34,0,40,0,0,0,0,15,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV231,21,20,30,54,0,0,0,18,24,0,27,28,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Methylophilaceae,Unassigned,Unassigned
ASV232,8,27,8,40,7,7,34,29,19,20,0,8,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__IMCC26256,Unassigned,Unassigned,Unassigned
ASV233,0,0,0,0,139,0,7,25,0,0,15,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,s__Sphingobium_A_485959 sp000283515
ASV234,26,0,3,0,0,0,42,27,73,25,25,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Paraburkholderia_580243,s__Paraburkholderia graminis
ASV235,9,10,19,0,0,34,34,22,0,35,15,10,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__Reyranella terrae
ASV236,0,13,18,17,0,7,30,46,58,17,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574870,g__Solimicrobium,s__Solimicrobium aquaticum
ASV237,0,27,5,16,26,14,18,44,38,16,11,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Beijerinckiaceae,Unassigned,Unassigned
ASV238,8,14,43,29,14,9,31,22,0,4,14,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV239,107,6,26,0,9,0,5,17,0,0,12,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Niastella,Unassigned
ASV240,0,0,0,0,0,0,26,33,107,26,31,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,Unassigned
ASV241,12,9,13,23,16,16,31,31,18,22,0,8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV242,9,0,13,0,23,0,22,16,23,37,55,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV243,31,0,0,0,31,0,0,21,18,33,0,33,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,s__Pseudomonas_E_647464 viciae
ASV244,39,15,0,0,19,0,0,14,0,19,66,27,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV245,12,12,28,44,8,12,21,24,26,11,0,6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ginsengibacter,s__Ginsengibacter hankyongi
ASV246,0,30,20,19,3,0,43,34,24,10,14,8,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV247,19,17,14,41,5,26,24,12,18,14,10,5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597433,f__SG8-39,g__SCGC-AG-212-J23,s__SCGC-AG-212-J23 sp005881595
ASV248,13,30,17,30,15,0,20,32,17,16,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Geminicoccales,f__Geminicoccaceae,g__HRBIN40,s__HRBIN40 sp002898275
ASV249,6,30,0,19,38,110,0,0,14,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Paenisporosarcina_303918,s__Paenisporosarcina sp000411295
ASV250,124,0,0,0,22,0,0,0,0,3,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,Unassigned,Unassigned,Unassigned
ASV251,0,0,0,0,0,28,0,0,0,0,109,88,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Flavobacteriaceae,g__Flavobacterium,Unassigned
ASV252,0,0,48,0,87,0,0,17,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter_487856,s__Caulobacter profundus
ASV253,18,0,0,0,12,12,0,18,11,7,50,69,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,s__Pseudolabrys sp001426945
ASV254,14,0,0,0,38,133,0,0,29,0,12,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A,Unassigned
ASV255,77,0,0,0,67,0,0,0,0,0,9,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Variovorax,Unassigned
ASV256,40,28,16,22,10,8,10,15,12,7,5,6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_504696,g__Labrys_504696,s__Labrys wisconsinensis
ASV257,0,8,31,40,0,8,54,22,27,6,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Palsa-187,s__Palsa-187 sp902826605
ASV258,10,51,23,35,4,8,13,17,18,12,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__IMCC26256,Unassigned,Unassigned,Unassigned
ASV259,8,45,21,16,7,0,32,27,26,13,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV260,0,0,0,0,0,0,0,0,0,0,0,180,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,Unassigned
ASV261,32,0,53,15,0,13,20,17,24,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Rudaea,Unassigned
ASV262,11,3,6,0,34,13,14,0,25,38,29,6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_504693,g__Labrys_504693,s__Labrys soli
ASV263,0,7,0,0,0,0,35,70,46,23,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium,s__Rhizomicrobium palustre
ASV264,0,0,0,0,0,0,0,0,0,0,0,174,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,Unassigned
